medical,simple
Patient with severe emphysema required supplemental oxygen and pulmonary rehabilitation.,"Patient with advanced emphysema, a lung condition, needed extra oxygen and specialized lung therapy to help with breathing."
Underwent mastectomy for stage II breast cancer.,Had breast removal surgery for stage II breast cancer.
Diagnosed with Ménière's disease; treated with diuretics and low-salt diet.,"Found to have Ménière's disease, an inner ear disorder causing vertigo and hearing loss, treated with water pills and a diet low in salt."
Treated for acute kidney injury with fluids and temporary dialysis.,Received treatment for sudden kidney damage with fluids and short-term dialysis to help the kidneys filter blood.
Patient suffered second-degree burns on arms and treated with topical antibiotics and dressing changes.,Patient had second-degree burns on the arms and was treated with antibiotic creams and regular changes of bandages.
Diagnosed with chronic myeloid leukemia and started on tyrosine kinase inhibitors.,"Found to have chronic myeloid leukemia, a type of cancer affecting blood cells, and began treatment with medications that target specific cancer enzymes."
Underwent hemicolectomy for colon cancer.,Had surgery to remove part of the colon due to colon cancer.
Patient with bipolar disorder admitted for manic episode; managed with mood stabilizers and antipsychotics.,Patient with bipolar disorder was hospitalized for a manic episode and treated with medications to control mood swings and manage psychotic symptoms.
Presented with anaphylactic shock after bee sting; treated with epinephrine and observed in ED.,"Came in with a severe allergic reaction to a bee sting, treated with epinephrine to counteract the reaction, and monitored in the emergency department."
Admitted with diabetic ketoacidosis; treated with insulin therapy and fluid replacement.,"Hospitalized for diabetic ketoacidosis, a serious diabetes complication, and treated with insulin and fluids."
Diagnosed with pulmonary embolism and started on anticoagulant therapy.,"Found to have a pulmonary embolism, a blood clot in the lungs, and began treatment to prevent further clotting."
Underwent varicocele repair to alleviate pain and improve fertility.,"Had surgery to fix varicocele, an enlargement of veins within the scrotum, to reduce pain and help with fertility issues."
Patient with chronic pancreatitis managed with pain control and pancreatic enzyme supplements.,Patient with long-term inflammation of the pancreas treated with pain management and supplements to help digestion.
Treated for Clostridium difficile infection with fecal microbiota transplantation.,Received treatment for a bacterial infection of the colon with a stool transplant to restore healthy bacteria.
Underwent decompressive craniectomy for severe traumatic brain injury.,Had a surgical procedure to remove part of the skull to relieve pressure on the brain after a severe injury.
Diagnosed with glaucoma; treated with laser trabeculoplasty to relieve intraocular pressure.,"Found to have glaucoma, an eye disease that increases pressure inside the eye, and treated with a laser procedure to improve fluid drainage."
Patient with cervical radiculopathy underwent cervical spinal fusion.,Patient with nerve pain originating from the neck underwent surgery to fuse vertebrae and relieve pressure on the nerves.
Diagnosed with endometrial cancer; treated with hysterectomy and follow-up radiation.,Found to have cancer of the lining of the uterus and treated with surgery to remove the uterus followed by radiation.
Treated for Legionnaires' disease with intravenous antibiotics in the ICU.,"Received treatment for Legionnaires' disease, a severe form of pneumonia, with IV antibiotics in the intensive care unit."
Underwent anterior cruciate ligament reconstruction due to sports injury.,"Had surgery to repair a torn anterior cruciate ligament in the knee, commonly injured during sports."
Patient with severe depression underwent transcranial magnetic stimulation.,Patient with severe depression received a non-invasive treatment using magnetic fields to stimulate nerve cells in the brain.
Diagnosed with multiple sclerosis; started on disease-modifying therapy to slow progression.,"Found to have multiple sclerosis, a disease affecting the central nervous system, and began treatment to slow its progression."
Patient presented with acute otitis media; treated with antibiotics and analgesics.,Came in with an ear infection (acute otitis media) and was treated with antibiotics to fight the infection and pain relievers.
Underwent excision of malignant melanoma on the back with sentinel lymph node biopsy.,"Had a surgery to remove skin cancer (malignant melanoma) on the back, including testing of the nearest lymph nodes for cancer spread."
Treated for chronic obstructive pulmonary disease exacerbation with steroids and bronchodilators.,Received treatment for a severe worsening of chronic obstructive pulmonary disease with steroids to reduce inflammation and medications to open airways.
Patient presented with symptomatic bradycardia and received a permanent pacemaker.,Patient came in with a heart rate that was too slow and received a device implant (pacemaker) to help control the heart rate.
Diagnosed with acute appendicitis; underwent an emergency appendectomy.,Found to have an inflamed appendix (acute appendicitis) and had surgery to remove it urgently.
